timestamp,_header,_orientation,_orientation_covariance,_angular_velocity,_angular_velocity_covariance,_linear_acceleration,_linear_acceleration_covariance,_check_fields
28885285296,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=213770858), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.44755011563760266, y=-0.27476757406252383, z=-0.679656087241285, w=-0.5121223265123583)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-53.0625, y=-3.75, z=13.8125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.90478515625, y=0.27099609375, z=-0.1025390625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
28901652709,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=230253171), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.4485252805484617, y=-0.27989344626415097, z=-0.6777010090094052, w=-0.5110832357208897)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-14.75, y=-6.125, z=18.125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.8974609375, y=0.27978515625, z=-0.10498046875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
28931702194,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=260302639), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.4505987976375584, y=-0.28215064898800385, z=-0.6785530857557056, w=-0.5068702443965762)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=15.25, y=-6.125, z=18.3125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.91748046875, y=0.34716796875, z=-0.09814453125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
28945258928,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=273727934), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.4534098954094064, y=-0.2824580691822227, z=-0.6802674241800032, w=-0.5018696419372121)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=27.8125, y=-3.125, z=17.8125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.9560546875, y=0.42724609375, z=-0.0849609375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
28961544300,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=290142893), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.4559202077401293, y=-0.28124234501559786, z=-0.6818662062747958, w=-0.4980943527934666)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=27.5625, y=1.5, z=12.75)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.96435546875, y=0.5, z=-0.0732421875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
28991942992,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=320608089), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.456835799507369, y=-0.27996069637144977, z=-0.6830259762574438, w=-0.49638551200981057)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=14.875, y=3.1875, z=6.75)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.931640625, y=0.53857421875, z=-0.1171875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
29005230952,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=333828618), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.45469140783919954, y=-0.2792842794996211, z=-0.6842953106970611, w=-0.49698686362880556)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-1.3125, y=-5.3125, z=-3.5625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.8798828125, y=0.55712890625, z=-0.1484375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
29020871839,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=349449770), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.4497587985725624, y=-0.2787418147755316, z=-0.6858989521452649, w=-0.4995624598068155)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-14.1875, y=-11.25, z=-15.1875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.85400390625, y=0.57568359375, z=-0.1962890625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
29044196217,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=372788203), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.44443736388985516, y=-0.27861254684938047, z=-0.6861253563375105, w=-0.5040659418245419)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-25.75, y=-11.25, z=-22.0625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.921875, y=0.55322265625, z=-0.14111328125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
29066703694,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731187181, nanosec=395253322), frame_id='RU_myo')","geometry_msgs.msg.Quaternion(x=0.44072497712192943, y=-0.27715442751844366, z=-0.6850432271453449, w=-0.5095710890445906)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-24.0, y=-4.8125, z=-26.3125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.99951171875, y=0.55224609375, z=-0.01171875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False
