timestamp,_header,_orientation,_orientation_covariance,_angular_velocity,_angular_velocity_covariance,_linear_acceleration,_linear_acceleration_covariance,_check_fields,time,orientation,angular_velocity,linear_acceleration
36119193879,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=70769571), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5431082372670363, y=-0.5301698232541571, z=-0.029233492038533586, w=-0.6504604554210667)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-4.3125, y=-1.875, z=-5.75)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.630859375, y=0.5751953125, z=0.43359375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.119193879,"[-0.5431082372670363, -0.5301698232541571, -0.029233492038533586, -0.6504604554210667]","[-4.3125, -1.875, -5.75]","[0.630859375, 0.5751953125, 0.43359375]"
36134227597,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=85757277), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5439691201346385, y=-0.530359211709863, z=-0.029966210926299506, w=-0.6495527146407447)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=1.0625, y=-0.8125, z=-9.25)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.67041015625, y=0.60791015625, z=0.43310546875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.134227597,"[-0.5439691201346385, -0.530359211709863, -0.029966210926299506, -0.6495527146407447]","[1.0625, -0.8125, -9.25]","[0.67041015625, 0.60791015625, 0.43310546875]"
36164293426,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=115770091), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5450159344109973, y=-0.5309785699188887, z=-0.03265213044903511, w=-0.6480379833791678)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=9.3125, y=1.9375, z=-18.25)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.70849609375, y=0.6396484375, z=0.4560546875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.164293426,"[-0.5450159344109973, -0.5309785699188887, -0.03265213044903511, -0.6480379833791678]","[9.3125, 1.9375, -18.25]","[0.70849609375, 0.6396484375, 0.4560546875]"
36177689068,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=129180709), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5455538213986286, y=-0.5327373651402426, z=-0.03832730728698275, w=-0.6458273339344768)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=27.4375, y=4.5, z=-29.0625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.74072265625, y=0.65234375, z=0.49267578125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.177689068,"[-0.5455538213986286, -0.5327373651402426, -0.03832730728698275, -0.6458273339344768]","[27.4375, 4.5, -29.0625]","[0.74072265625, 0.65234375, 0.49267578125]"
36193573268,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=145109963), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5449586973414076, y=-0.5362920902160319, z=-0.04882595563591959, w=-0.6426716410577916)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=55.0, y=11.9375, z=-45.5)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.83935546875, y=0.71240234375, z=0.51708984375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.193573268,"[-0.5449586973414076, -0.5362920902160319, -0.04882595563591959, -0.6426716410577916]","[55.0, 11.9375, -45.5]","[0.83935546875, 0.71240234375, 0.51708984375]"
36216840836,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=168412128), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5430511452200414, y=-0.541098162904123, z=-0.06682861362283045, w=-0.6386252173052948)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=91.75, y=29.125, z=-69.5)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=1.0224609375, y=0.8876953125, z=0.61083984375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.216840836,"[-0.5430511452200414, -0.541098162904123, -0.06682861362283045, -0.6386252173052948]","[91.75, 29.125, -69.5]","[1.0224609375, 0.8876953125, 0.61083984375]"
36237802521,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=189342890), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5421320116578241, y=-0.5438408596063121, z=-0.09288809205709876, w=-0.6337994980374314)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=108.375, y=57.0, z=-92.0625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=1.0908203125, y=1.24169921875, z=0.65185546875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.237802521,"[-0.5421320116578241, -0.5438408596063121, -0.09288809205709876, -0.6337994980374314]","[108.375, 57.0, -92.0625]","[1.0908203125, 1.24169921875, 0.65185546875]"
36253373001,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=205000554), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5508768078622985, y=-0.5372666230458469, z=-0.11834147246233069, w=-0.6275943070294722)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=44.8125, y=79.0625, z=-129.0625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.66455078125, y=1.4248046875, z=0.49072265625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.253373001,"[-0.5508768078622985, -0.5372666230458469, -0.11834147246233069, -0.6275943070294722]","[44.8125, 79.0625, -129.0625]","[0.66455078125, 1.4248046875, 0.49072265625]"
36277713541,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=229076376), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.5721150322831269, y=-0.5213973459350068, z=-0.13799360870409108, w=-0.6178891174348599)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-44.5625, y=74.375, z=-169.875)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.2841796875, y=1.4404296875, z=0.33203125)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.277713541,"[-0.5721150322831269, -0.5213973459350068, -0.13799360870409108, -0.6178891174348599]","[-44.5625, 74.375, -169.875]","[0.2841796875, 1.4404296875, 0.33203125]"
36299232046,"std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1731184036, nanosec=250685058), frame_id='RL_myo')","geometry_msgs.msg.Quaternion(x=-0.6004209847738455, y=-0.5005135694379251, z=-0.15465204059940277, w=-0.604204894212347)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=-89.6875, y=65.3125, z=-204.9375)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],"geometry_msgs.msg.Vector3(x=0.19921875, y=1.27685546875, z=0.24462890625)",[0. 0. 0. 0. 0. 0. 0. 0. 0.],False,36.299232046,"[-0.6004209847738455, -0.5005135694379251, -0.15465204059940277, -0.604204894212347]","[-89.6875, 65.3125, -204.9375]","[0.19921875, 1.27685546875, 0.24462890625]"
